prod_id,supplier_name,ean_upc,path(en),timestamp,Your product ID,error_message
RE550,TP-LINK,6935364072469|0840030701504|6935364072476,https://data.icecat.biz/export/level4/EN/36544548.xml,44262.64876,607559,
REA27608SPBE,Eaton,7.99039E+11,https://data.icecat.biz/export/level4/EN/22774829.xml,44022.51525,607560,
RE2PRFK45UB,Eaton,7.99039E+11,https://data.icecat.biz/export/level4/EN/26500590.xml,44022.51711,607558,
RDD1LT03-10000S,Netgear,6064490972524|0606449097252|0012302528816|4058829172985,https://data.icecat.biz/export/level4/EN/18262722.xml,43469.41647,607555,
RDZ-00003,Microsoft,8.89843E+11,https://data.icecat.biz/export/level4/EN/75664601.xml,44250.34573,607556,
RDZ-00024,Microsoft,8.89843E+11,https://data.icecat.biz/export/level4/EN/75664593.xml,44250.34584,607557,
RCKMNT-ETSI-1RU=,Cisco,8.82658E+11,https://data.icecat.biz/export/level4/EN/1493990.xml,43437.69854,607552,
RCKMNT-REC-1RU=,Cisco,5051749136937|7463208811022|0746320881102|4053162298965|0763615966238|0071030041479,https://data.icecat.biz/export/level4/EN/467602.xml,44253.13865,607553,
RCKMNT-REC-2KX=,Cisco,8.82659E+11,https://data.icecat.biz/export/level4/EN/21023647.xml,44253.14299,607554,
RCKMNT-1RU=,Cisco,7463206282022|3609740136177|4053162364813|0746320628202|8826580107982|9760016931019|0163120607945|5054484102373|0696720689627|7426801653659|5055731913254|0653078961386|0071030513518,https://data.icecat.biz/export/level4/EN/14315.xml,44253.13865,607549,
RCKMNT-3550-1.5RU=,Cisco,0746320566337|7463205663372|4053162298958|4054318477852|0004632056633,https://data.icecat.biz/export/level4/EN/638547.xml,43488.49346,607551,
RCKMNT-1RU-2KX=,Cisco,8.82659E+11,https://data.icecat.biz/export/level4/EN/20421233.xml,44253.14299,607548,
RCA47810SPBE,Eaton,7.99039E+11,https://data.icecat.biz/export/level4/EN/25133911.xml,44022.51655,607547,
RCA47610SPBE,Eaton,0799038560357|7330381667176|0799038560272,https://data.icecat.biz/export/level4/EN/25133913.xml,44022.51666,607546,
RCA42610SPBE,Eaton,7.99039E+11,https://data.icecat.biz/export/level4/EN/25133922.xml,44022.51656,607542,
RCA42810SPBE,Eaton,7330381891861|0799038560258,https://data.icecat.biz/export/level4/EN/25133915.xml,44022.51656,607543,
RCA42812SPBE,Eaton,7.99039E+11,https://data.icecat.biz/export/level4/EN/25133914.xml,44022.51666,607545,
RCA42812NPBE,Eaton,7.99039E+11,https://data.icecat.biz/export/level4/EN/25133924.xml,44022.51652,607544,
RC TOUCHV01,iiyama,4.94857E+12,https://data.icecat.biz/export/level4/EN/24397186.xml,43446.05469,607541,
RBS10-100UKS,Netgear,,https://data.icecat.biz/export/level4/EN/77754716.xml,43863.5412,607537,
RBS20-100PES,Netgear,6.06449E+11,https://data.icecat.biz/export/level4/EN/55372723.xml,43630.40203,607538,
RBPP3RD,Brother,4.97777E+12,https://data.icecat.biz/export/level4/EN/27087944.xml,43437.81501,607536,
RBPP2RD,Brother,4977766740418|0012502638292,https://data.icecat.biz/export/level4/EN/27087940.xml,43446.36198,607533,
RBPP3BU,Brother,4977766740456|0012502638315,https://data.icecat.biz/export/level4/EN/27087943.xml,43446.362,607535,
RBPP3BK,Brother,4.97777E+12,https://data.icecat.biz/export/level4/EN/27087942.xml,43437.81462,607534,
RBPP2BU,Brother,0001250263832|4977766740470|0012502638322,https://data.icecat.biz/export/level4/EN/27087939.xml,43446.36198,607532,
RBPP2BK,Brother,4977766730785|0012502637493,https://data.icecat.biz/export/level4/EN/27087938.xml,43437.87795,607531,
RBK50-100PES,Netgear,0606449116366|10606449116363|6064491163662,https://data.icecat.biz/export/level4/EN/33141731.xml,43636.41584,607530,
RBK20-100PES,Netgear,6.06449E+11,https://data.icecat.biz/export/level4/EN/46147938.xml,43557.53299,607528,
RBFA2BK,Brother,4.97777E+12,https://data.icecat.biz/export/level4/EN/29187555.xml,44195.68414,607527,
RBK30-100UKS,Netgear,0606449120356|0606449120318,https://data.icecat.biz/export/level4/EN/36601591.xml,43789.66259,607529,
RBC48-C,2-Power,5.05519E+12,https://data.icecat.biz/export/level4/EN/14700967.xml,44108.91199,607525,
RBET1BK,Brother,4977766730815|0012502637509,https://data.icecat.biz/export/level4/EN/29187548.xml,43446.36146,607526,
RBC24-C,2-Power,5.05519E+12,https://data.icecat.biz/export/level4/EN/17724912.xml,43494.79243,607522,
RBC44EB,APC,7.31304E+11,https://data.icecat.biz/export/level4/EN/29179055.xml,44242.78553,607523,
RAMRG2133DDR4-16G,Synology,8.46504E+11,https://data.icecat.biz/export/level4/EN/33715645.xml,44141.40818,607521,
RAMEC1600DDR3-8GBX2,Synology,0846504001880|4711174721887,https://data.icecat.biz/export/level4/EN/24884393.xml,44141.40815,607519,
RACK2-UCS2,Cisco,8.82659E+11,https://data.icecat.biz/export/level4/EN/35240501.xml,43437.85007,607518,
R6P90A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/80433919.xml,44130.52934,607508,
R6M50A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/80421709.xml,44184.47131,607507,
R4W43A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/85838989.xml,44126.13128,607501,
R4W05A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/80473032.xml,44053.42661,607500,
R4W04A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/80477756.xml,44053.42431,607499,
R4W02A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/80421708.xml,44053.4126,607498,
R4H22A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/79021708.xml,44032.29517,607476,
R4H32A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/79513415.xml,44029.53872,607477,
R4H02A,Hewlett Packard Enterprise,0190017433493|0190017434216,https://data.icecat.biz/export/level4/EN/79021722.xml,44017.05904,607473,
R4H17A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/78670067.xml,44032.29225,607475,
R4H12A,Hewlett Packard Enterprise,0190017433899|0190017434100,https://data.icecat.biz/export/level4/EN/79021716.xml,44032.26341,607474,
R4G55A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/78841570.xml,44133.66469,607472,
R4C22A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/78283916.xml,44141.40824,607467,
R4C28A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/78283933.xml,44141.40824,607468,
R3X85A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/76607062.xml,43931.55075,607463,
R4C20A,Hewlett Packard Enterprise,,https://data.icecat.biz/export/level4/EN/78283912.xml,44141.40824,607466,
R3X86A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/76617754.xml,43970.67715,607464,
R3V61A,Hewlett Packard Enterprise,1.90017E+11,https://data.icecat.biz/export/level4/EN/85838974.xml,44173.50002,607460,
